day,hour_of_day,outdoor_temp_c,setpoint_c,humidity_pct,occupancy,refrigerant,load_kw,dew_point_c,evap_temp_c,frost_limited,cond_temp_c,critical_point_exceeded,cop,compressor_work_kwh
83,0,30.58,20.6,58.0,1,R32,2.8439,12.04,12.04,True,62.69,False,2.815,1.0102
83,1,30.68,20.4,49.9,1,R32,2.9255,9.59,9.59,True,64.53,False,2.573,1.1369
83,2,29.68,24.2,31.4,4,R32,2.0793,6.18,6.18,True,52.79,False,2.996,0.6939
83,3,30.46,21.8,64.0,1,R32,2.4869,14.68,14.68,True,57.32,False,3.376,0.7367
83,4,30.22,22.7,36.5,3,R32,2.4799,7.05,7.05,True,58.47,False,2.725,0.9101
83,5,31.78,20.3,45.9,3,R32,3.5494,8.26,8.26,True,75.49,False,2.093,1.6959
84,22,33.1,21.0,52.7,4,R32,3.8682,10.97,10.97,True,77.61,True,2.132,1.8147
84,23,32.99,20.9,57.6,4,R32,3.8645,12.22,12.22,True,77.61,True,2.182,1.7711
84,0,31.07,21.5,50.6,1,R32,2.7344,10.81,10.81,True,62.09,False,2.769,0.9874
84,1,30.87,20.9,43.8,3,R32,3.143,8.12,8.12,True,68.27,False,2.338,1.3443
84,2,28.55,23.3,60.2,1,R32,1.5663,15.15,0.92,False,45.88,False,3.048,0.5138
84,3,30.18,24.3,63.9,4,R32,2.1877,17.03,17.03,True,52.92,False,4.042,0.5412
84,4,29.54,23.6,56.3,4,R32,2.2029,14.39,14.39,True,52.8,False,3.743,0.5885
84,5,31.24,23.6,52.8,3,R32,2.5126,13.4,13.4,True,58.81,False,3.155,0.7964
85,22,33.87,22.3,46.9,2,R32,3.4234,10.41,10.41,True,75.49,False,2.178,1.5716
85,23,32.47,22.1,47.9,1,R32,2.951,10.54,10.54,True,66.82,False,2.52,1.171
85,0,30.8,21.9,69.6,1,R32,2.5531,16.09,16.09,True,58.28,False,3.427,0.7449
85,1,31.12,23.9,71.8,2,R32,2.2483,18.5,18.5,True,54.47,False,4.053,0.5547
85,2,30.84,21.5,49.4,2,R32,2.822,10.45,10.45,True,63.09,False,2.694,1.0474
85,3,30.23,20.9,49.4,2,R32,2.8194,9.9,9.9,True,62.45,False,2.693,1.0468
85,4,31.0,20.4,47.8,3,R32,3.312,8.95,8.95,True,70.68,False,2.285,1.4493
85,5,30.76,23.2,34.0,1,R32,2.1914,6.46,6.46,True,55.42,False,2.856,0.7674
86,22,34.06,20.7,67.6,1,R32,3.7582,14.49,14.49,True,77.61,True,2.278,1.6495
86,23,31.87,25.2,58.7,3,R32,2.2505,16.54,16.54,True,55.69,False,3.699,0.6084
86,0,30.05,23.2,68.0,3,R32,2.2985,16.96,16.96,True,54.1,False,3.906,0.5885
86,1,31.23,22.6,57.6,2,R32,2.6313,13.81,13.81,True,60.26,False,3.089,0.8519
86,2,30.54,23.6,65.1,1,R32,2.0231,16.66,16.66,True,51.44,False,4.166,0.4857
86,3,29.6,22.4,49.5,4,R32,2.5432,11.31,11.31,True,57.7,False,3.066,0.8295
86,4,30.77,24.4,62.6,1,R32,1.8706,16.8,16.8,True,49.92,False,4.376,0.4274
86,5,30.69,22.7,31.4,4,R32,2.7573,4.87,4.87,True,63.33,False,2.378,1.1595
87,22,34.1,24.3,51.5,4,R32,3.2465,13.66,13.66,True,72.2,False,2.45,1.3252
87,23,32.44,23.4,51.1,1,R32,2.5896,12.71,12.71,True,61.36,False,2.938,0.8814
87,0,31.41,23.7,64.3,3,R32,2.5309,16.56,16.56,True,58.62,False,3.444,0.7349
87,1,30.05,23.5,77.1,4,R32,2.3679,19.25,19.25,True,54.54,False,4.143,0.5715
87,2,30.15,22.0,63.4,1,R32,2.3514,14.73,14.73,True,55.27,False,3.551,0.6622
87,3,30.23,23.3,57.8,3,R32,2.3214,14.52,14.52,True,55.02,False,3.551,0.6538
87,4,29.48,21.5,59.5,1,R32,2.3042,13.28,13.28,True,54.16,False,3.503,0.6578
87,5,31.13,22.7,49.4,3,R32,2.7273,11.56,11.56,True,61.9,False,2.828,0.9645
88,22,34.42,23.4,50.6,1,R32,3.1255,12.56,12.56,True,71.15,False,2.438,1.2818
88,23,32.57,22.9,52.1,1,R32,2.7618,12.55,12.55,True,63.86,False,2.784,0.992
88,0,32.2,20.7,69.6,2,R32,3.4055,14.94,14.94,True,71.78,False,2.534,1.3438
88,1,30.14,20.9,62.2,1,R32,2.6438,13.39,13.39,True,59.21,False,3.127,0.8455
88,2,29.84,20.4,41.6,2,R32,2.8478,6.91,6.91,True,63.09,False,2.493,1.1425
88,3,30.73,22.2,40.0,1,R32,2.4528,7.95,7.95,True,58.52,False,2.779,0.8826
88,4,30.99,24.7,40.8,3,R32,2.1484,10.49,10.49,True,54.44,False,3.226,0.6659
88,5,30.97,23.7,71.0,4,R32,2.5629,18.13,18.13,True,58.2,False,3.634,0.7053
89,22,33.12,21.6,59.1,2,R32,3.4108,13.27,13.27,True,73.5,False,2.378,1.4346
89,23,32.46,23.6,54.5,2,R32,2.6935,13.89,13.89,True,62.52,False,2.951,0.9126
89,0,32.37,22.1,47.3,3,R32,3.222,10.35,10.35,True,70.64,False,2.351,1.3703
89,1,31.68,21.8,55.4,3,R32,3.1189,12.47,12.47,True,67.73,False,2.584,1.2071
89,2,30.11,20.8,43.9,2,R32,2.8149,8.06,8.06,True,62.68,False,2.574,1.0936
89,3,29.39,21.8,60.2,3,R32,2.4997,13.74,13.74,True,56.42,False,3.361,0.7438
89,4,30.11,23.3,57.4,4,R32,2.4399,14.41,14.41,True,56.38,False,3.425,0.7123
89,5,30.18,23.2,44.5,1,R32,2.0336,10.44,10.44,True,52.1,False,3.403,0.5976
90,22,34.19,21.3,64.8,1,R32,3.6305,14.4,14.4,True,77.78,False,2.269,1.6004
90,23,33.42,20.5,57.0,2,R32,3.7886,11.69,11.69,True,77.61,True,2.16,1.7537
90,0,31.33,23.4,75.0,1,R32,2.2921,18.71,18.71,True,55.21,False,3.998,0.5733
90,1,31.1,23.2,49.0,1,R32,2.2838,11.89,11.89,True,56.03,False,3.229,0.7073
90,2,29.25,23.8,61.9,4,R32,2.0715,16.05,16.05,True,50.64,False,4.181,0.4955
90,3,29.96,24.1,72.5,4,R32,2.1824,18.84,18.84,True,52.32,False,4.362,0.5004
90,4,29.65,22.8,58.8,4,R32,2.4495,14.31,14.31,True,55.98,False,3.45,0.7101
90,5,30.78,23.4,58.6,3,R32,2.4431,14.82,14.82,True,57.12,False,3.404,0.7177
91,22,34.76,25.1,39.5,4,R32,3.207,10.36,10.36,True,73.36,False,2.25,1.4253
91,23,32.91,23.9,41.5,1,R32,2.5837,10.02,10.02,True,62.41,False,2.703,0.956
91,0,31.68,23.9,46.6,4,R32,2.7006,11.77,11.77,True,62.14,False,2.828,0.9549
91,1,30.15,22.6,63.4,2,R32,2.3378,15.3,15.3,True,54.99,False,3.633,0.6435
91,2,30.58,25.2,48.0,4,R32,2.0525,13.41,13.41,True,52.33,False,3.681,0.5576
91,3,30.14,24.2,51.0,3,R32,2.0548,13.42,13.42,True,51.86,False,3.728,0.5512
91,4,29.33,23.3,72.0,4,R32,2.2281,17.97,17.97,True,52.27,False,4.243,0.5252
91,5,31.08,22.4,72.6,1,R32,2.4932,17.23,17.23,True,57.64,False,3.593,0.6938
92,22,34.35,26.0,45.6,2,R32,2.5542,13.35,13.35,True,63.01,False,2.884,0.8856
92,23,31.67,22.4,71.4,2,R32,2.8031,16.97,16.97,True,62.34,False,3.198,0.8766
92,0,31.96,21.5,35.6,4,R32,3.4248,5.63,5.63,True,74.63,False,2.02,1.6953
92,1,29.45,23.6,49.2,2,R32,1.8789,12.32,12.32,True,49.15,False,3.876,0.4848
92,2,29.84,24.3,50.4,4,R32,2.0958,13.33,13.33,True,52.02,False,3.702,0.5661
92,3,29.97,20.5,74.5,3,R32,3.0075,15.81,15.81,True,63.27,False,3.044,0.9879
92,4,30.65,23.0,58.0,2,R32,2.3643,14.29,14.29,True,56.08,False,3.439,0.6874
92,5,30.44,23.0,53.2,2,R32,2.3098,12.96,12.96,True,55.4,False,3.371,0.6853
93,22,33.53,22.6,64.5,1,R32,3.1024,15.56,15.56,True,68.95,False,2.704,1.1473
93,23,32.7,22.7,70.2,4,R32,3.3001,16.99,16.99,True,70.31,False,2.721,1.2129
93,0,30.86,21.3,56.2,3,R32,3.0302,12.22,12.22,True,65.55,False,2.676,1.1325
93,1,29.67,24.3,44.6,2,R32,1.75,11.47,11.47,True,48.0,False,3.896,0.4492
93,2,30.46,23.8,61.6,4,R32,2.3971,15.98,15.98,True,55.96,False,3.616,0.6629
93,3,29.84,23.9,69.8,1,R32,1.7547,18.05,18.05,True,47.42,False,4.958,0.3539
93,4,30.59,23.0,67.8,3,R32,2.4997,16.73,16.73,True,57.25,False,3.577,0.6988
93,5,29.38,23.5,29.1,1,R32,1.7382,4.48,4.48,True,48.46,False,3.156,0.5507
94,22,34.25,23.7,60.0,1,R32,2.9985,15.47,15.47,True,68.4,False,2.726,1.0998
94,23,32.86,20.0,42.2,4,R32,4.0709,6.76,6.76,True,77.61,True,1.975,2.0609
94,0,30.83,24.1,56.3,2,R32,2.118,14.86,14.86,True,53.18,False,3.757,0.5637
94,1,31.71,20.0,61.6,2,R32,3.4611,12.4,12.4,True,72.74,False,2.366,1.4629
94,2,29.74,21.1,52.4,1,R32,2.4816,10.97,10.97,True,57.14,False,3.077,0.8064
94,3,29.81,22.0,42.8,3,R32,2.5576,8.77,8.77,True,58.66,False,2.825,0.9053
94,4,30.07,22.1,46.2,4,R32,2.7529,10.0,10.0,True,61.33,False,2.758,0.9982
94,5,30.24,23.4,55.5,1,R32,1.9973,13.98,13.98,True,51.2,False,3.857,0.5178
95,22,32.74,20.2,77.5,3,R32,3.8352,16.14,16.14,True,77.61,True,2.353,1.6299
95,23,32.72,21.9,62.8,2,R32,3.2206,14.49,14.49,True,69.9,False,2.596,1.2408
95,0,32.06,22.6,61.6,1,R32,2.7034,14.85,14.85,True,61.95,False,3.057,0.8844
95,1,31.98,22.9,78.2,1,R32,2.6029,18.9,18.9,True,59.74,False,3.575,0.728
95,2,29.62,22.4,43.1,1,R32,2.0985,9.24,9.24,True,52.46,False,3.267,0.6424
95,3,30.37,24.1,68.3,2,R32,1.994,17.89,17.89,True,50.74,False,4.43,0.4501
95,4,28.54,23.4,54.5,3,R32,1.8386,13.7,13.7,True,47.47,False,4.247,0.4329
95,5,30.19,22.6,59.4,2,R32,2.3504,14.28,14.28,True,55.38,False,3.497,0.6722
96,22,33.85,25.6,59.5,4,R32,2.8268,17.12,17.12,True,65.21,False,3.018,0.9366
96,23,32.71,22.5,51.7,2,R32,3.0558,12.06,12.06,True,68.2,False,2.54,1.2029
96,0,31.29,25.1,59.0,1,R32,1.8225,16.52,16.52,True,49.99,False,4.327,0.4211
96,1,30.46,22.5,54.9,2,R32,2.4504,12.98,12.98,True,57.2,False,3.235,0.7574
96,2,30.89,22.3,54.5,4,R32,2.9182,12.68,12.68,True,63.92,False,2.789,1.0464
96,3,30.01,23.0,47.9,3,R32,2.3422,11.36,11.36,True,55.6,False,3.216,0.7282
96,4,30.44,23.1,57.3,1,R32,2.1322,14.2,14.2,True,53.01,False,3.702,0.576
96,5,30.31,24.2,20.0,2,R32,1.949,-0.2,1.0,True,52.67,False,2.653,0.7347
97,22,32.54,23.9,47.4,4,R32,2.933,12.03,12.03,True,66.28,False,2.628,1.116
97,23,31.75,25.3,64.7,4,R32,2.3407,18.17,18.17,True,56.37,False,3.813,0.6138
97,0,32.48,22.6,70.5,3,R32,3.1182,16.96,16.96,True,67.53,False,2.869,1.087
97,1,31.21,24.7,50.1,4,R32,2.3581,13.61,13.61,True,56.78,False,3.321,0.7101
97,2,30.01,23.0,62.2,3,R32,2.3428,15.38,15.38,True,54.88,False,3.652,0.6415
97,3,30.36,23.2,48.1,1,R32,2.0837,11.61,11.61,True,52.74,False,3.461,0.602
97,4,30.97,23.6,64.0,2,R32,2.2897,16.39,16.39,True,55.16,False,3.734,0.6132
97,5,31.01,24.0,44.0,3,R32,2.3414,10.99,10.99,True,56.81,False,3.101,0.7551
98,22,33.39,22.3,58.6,1,R32,3.1433,13.79,13.79,True,69.81,False,2.561,1.2272
98,23,32.72,24.0,37.4,1,R32,2.5055,8.56,8.56,True,61.44,False,2.664,0.9405
98,0,31.88,23.5,77.4,2,R32,2.5629,19.32,19.32,True,59.04,False,3.681,0.6962
98,1,31.28,21.9,34.6,3,R32,2.9831,5.57,5.57,True,67.12,False,2.264,1.3175
98,2,29.61,22.0,41.9,3,R32,2.5041,8.46,8.46,True,57.79,False,2.854,0.8773
98,3,29.48,24.4,65.3,4,R32,1.9703,17.46,17.46,True,49.52,False,4.534,0.4346
98,4,30.25,22.3,68.9,2,R32,2.4464,16.31,16.31,True,56.26,False,3.623,0.6753
98,5,30.36,22.9,61.5,2,R32,2.3151,15.1,15.1,True,55.0,False,3.613,0.6408
99,22,32.98,24.3,57.1,1,R32,2.4935,15.26,15.26,True,60.24,False,3.206,0.7777
99,23,32.76,24.9,56.4,1,R32,2.2724,15.63,15.63,True,57.14,False,3.478,0.6534
99,0,30.79,24.1,36.7,3,R32,2.2551,8.37,8.37,True,55.93,False,2.96,0.7618
99,1,30.97,23.9,61.3,4,R32,2.5088,16.0,16.0,True,57.94,False,3.447,0.7279
99,2,29.68,23.9,58.1,4,R32,2.1609,15.16,15.16,True,52.33,False,3.878,0.5573
99,3,29.61,22.4,48.9,1,R32,2.0955,11.13,11.13,True,52.1,False,3.469,0.6041
99,4,29.9,23.7,48.5,2,R32,1.9739,12.19,12.19,True,50.8,False,3.695,0.5341
99,5,30.64,22.5,72.0,2,R32,2.4975,17.2,17.2,True,57.18,False,3.631,0.6879
100,22,33.42,24.1,59.0,3,R32,2.9658,15.59,15.59,True,66.92,False,2.812,1.0546
100,23,32.6,23.9,65.7,2,R32,2.6488,17.09,17.09,True,61.41,False,3.274,0.8091
100,0,32.07,21.8,59.4,1,R32,2.9231,13.53,13.53,True,65.21,False,2.774,1.0539
100,1,30.77,26.0,40.9,4,R32,1.8876,11.69,11.69,True,50.82,False,3.639,0.5186
100,2,29.47,22.6,54.5,3,R32,2.3048,12.96,12.96,True,54.22,False,3.467,0.6647
100,3,29.83,22.7,54.6,4,R32,2.5248,13.08,13.08,True,57.38,False,3.23,0.7815
100,4,29.36,24.0,71.0,4,R32,2.0469,18.41,18.41,True,50.13,False,4.597,0.4453
100,5,30.96,23.1,41.7,2,R32,2.4214,9.38,9.38,True,58.1,False,2.899,0.8351
101,22,34.8,24.5,58.0,1,R32,2.9312,15.69,15.69,True,68.09,False,2.756,1.0635
101,23,33.01,23.3,47.8,3,R32,3.073,11.61,11.61,True,68.93,False,2.484,1.2373
101,0,32.41,22.3,38.8,3,R32,3.1806,7.59,7.59,True,70.87,False,2.219,1.4336
101,1,30.23,22.5,66.5,2,R32,2.3859,15.95,15.95,True,55.56,False,3.649,0.6538
101,2,30.28,20.0,62.5,1,R32,2.9252,12.62,12.62,True,63.3,False,2.819,1.0377
101,3,30.42,24.0,55.1,1,R32,1.8831,14.43,14.43,True,49.99,False,4.043,0.4657
101,4,30.77,24.8,61.7,1,R32,1.7623,16.95,16.95,True,48.67,False,4.572,0.3855
101,5,30.46,22.2,56.8,3,R32,2.6805,13.22,13.22,True,60.12,False,3.053,0.8779
102,22,34.18,25.0,46.1,4,R32,3.0776,12.61,12.61,True,70.15,False,2.483,1.2395
102,23,32.07,22.5,70.3,4,R32,3.1845,16.82,16.82,True,67.97,False,2.834,1.1235
102,0,31.09,25.7,66.4,2,R32,1.7551,18.97,0.63,False,51.11,False,2.712,0.6472
102,1,30.82,23.3,50.2,1,R32,2.1797,12.35,12.35,True,54.32,False,3.401,0.6409
102,2,30.97,24.3,60.0,2,R32,2.0999,16.04,16.04,True,52.93,False,3.919,0.5358
102,3,30.14,23.4,63.6,2,R32,2.1202,16.1,16.1,True,52.22,False,4.004,0.5295
102,4,29.37,22.5,35.1,4,R32,2.4554,6.31,6.31,True,57.3,False,2.74,0.8961
102,5,30.86,23.3,51.4,4,R32,2.6403,12.71,12.71,True,60.16,False,3.012,0.8766
103,22,33.26,22.8,54.1,2,R32,3.1251,13.03,13.03,True,69.6,False,2.529,1.2355
103,23,32.07,23.3,63.9,3,R32,2.8168,16.08,16.08,True,63.19,False,3.07,0.9175
103,0,31.5,24.2,60.1,3,R32,2.4211,15.97,15.97,True,57.47,False,3.483,0.6951
103,1,30.3,21.5,72.9,3,R32,2.8266,16.43,16.43,True,61.13,False,3.239,0.8725
103,2,30.54,22.1,58.0,3,R32,2.73,13.45,13.45,True,60.81,False,3.025,0.9024
103,3,30.33,23.9,56.9,1,R32,1.8859,14.83,14.83,True,49.87,False,4.11,0.4589
103,4,29.9,22.3,59.1,2,R32,2.3514,13.92,13.92,True,55.12,False,3.485,0.6748
103,5,30.69,23.7,32.9,2,R32,2.1878,6.42,6.42,True,55.3,False,2.86,0.765
104,22,33.41,20.7,49.1,4,R32,4.0311,9.63,9.63,True,77.61,True,2.08,1.9382
104,23,32.14,24.8,24.6,1,R32,2.131,3.2,3.2,True,56.78,False,2.578,0.8265
104,0,30.25,22.3,47.6,4,R32,2.7468,10.63,10.63,True,61.32,False,2.799,0.9813
104,1,31.11,22.3,68.1,4,R32,2.9785,16.13,16.13,True,64.17,False,3.01,0.9894
104,2,29.7,23.3,62.1,3,R32,2.1793,15.63,15.63,True,52.5,False,3.916,0.5565
104,3,29.47,24.3,73.0,2,R32,1.6969,19.15,0.06,False,48.64,False,2.812,0.6035
104,4,30.12,21.4,41.0,3,R32,2.8045,7.6,7.6,True,62.66,False,2.549,1.1001
104,5,30.49,22.8,67.4,3,R32,2.526,16.44,16.44,True,57.51,False,3.526,0.7164
105,22,34.03,22.2,53.6,1,R32,3.3447,12.33,12.33,True,73.93,False,2.317,1.4434
105,23,31.9,22.2,41.9,2,R32,2.9178,8.64,8.64,True,66.13,False,2.45,1.1907
105,0,31.92,24.0,50.0,3,R32,2.5882,12.93,12.93,True,60.69,False,2.995,0.8641
105,1,30.93,23.3,42.5,4,R32,2.6602,9.84,9.84,True,61.14,False,2.758,0.9644
105,2,29.78,24.3,54.4,4,R32,2.0796,14.51,14.51,True,51.58,False,3.88,0.536
105,3,28.93,24.1,78.5,2,R32,1.6051,20.12,1.17,False,46.76,False,3.009,0.5335
105,4,29.69,24.6,51.7,3,R32,1.825,14.0,14.0,True,48.56,False,4.154,0.4393
105,5,31.08,21.9,75.3,4,R32,3.0785,17.33,17.33,True,65.19,False,3.035,1.0144
106,22,33.3,22.6,77.8,2,R32,3.1899,18.53,18.53,True,69.11,False,2.883,1.1063
106,23,33.22,22.6,67.0,4,R32,3.4672,16.16,16.16,True,73.58,False,2.519,1.3763
106,0,29.95,24.3,44.3,2,R32,1.8255,11.37,11.37,True,49.21,False,3.759,0.4856
106,1,30.65,22.7,57.8,3,R32,2.5977,13.96,13.96,True,59.11,False,3.179,0.8172
106,2,29.55,22.2,48.4,1,R32,2.1343,10.79,10.79,True,52.57,False,3.398,0.6281
106,3,30.24,25.3,79.4,2,R32,1.6347,21.48,1.95,False,48.47,False,2.956,0.553
106,4,29.7,21.5,48.6,3,R32,2.665,10.21,10.21,True,59.66,False,2.865,0.9303
106,5,31.13,24.9,44.5,1,R32,1.8322,11.98,11.98,True,50.53,False,3.698,0.4955
107,22,33.09,23.7,41.8,2,R32,2.8366,9.95,9.95,True,66.11,False,2.52,1.1255
107,23,32.62,26.0,82.2,3,R32,2.2365,22.73,22.73,True,55.37,False,4.532,0.4934
107,0,31.35,23.6,71.2,2,R32,2.3925,18.08,18.08,True,56.56,False,3.784,0.6322
107,1,30.79,23.6,35.0,1,R32,2.0916,7.24,7.24,True,54.04,False,2.995,0.6983
107,2,29.86,21.6,43.8,2,R32,2.5301,8.75,8.75,True,58.36,False,2.841,0.8906
107,3,29.31,23.6,71.4,1,R32,1.6909,18.12,18.12,True,46.11,False,5.204,0.3249
107,4,30.83,22.7,54.5,2,R32,2.4958,13.05,13.05,True,58.19,False,3.17,0.7873
107,5,29.65,25.8,56.4,1,R32,1.1893,16.47,8.81,False,41.89,False,4.262,0.279
108,22,33.06,25.1,50.4,1,R32,2.2992,14.07,14.07,True,58.09,False,3.262,0.7049
108,23,32.4,21.2,62.8,3,R32,3.4739,13.82,13.82,True,73.36,False,2.41,1.4414
108,0,31.15,24.3,47.2,4,R32,2.4487,12.33,12.33,True,58.1,False,3.119,0.7851
108,1,30.34,24.1,49.6,1,R32,1.835,12.9,12.9,True,49.55,False,3.903,0.4702
108,2,29.67,23.4,54.5,1,R32,1.8423,13.7,13.7,True,48.77,False,4.089,0.4505
108,3,29.42,22.4,30.4,1,R32,2.0441,4.15,4.15,True,52.37,False,2.875,0.711
108,4,29.99,21.7,45.2,1,R32,2.3882,9.31,9.31,True,56.55,False,2.99,0.7988
108,5,30.01,21.1,60.6,3,R32,2.8562,13.18,13.18,True,61.92,False,2.938,0.9723
109,22,33.01,23.5,46.2,1,R32,2.7188,11.27,11.27,True,64.08,False,2.693,1.0096
109,23,32.58,23.3,57.6,4,R32,3.1067,14.46,14.46,True,68.14,False,2.679,1.1595
109,0,30.71,22.8,73.4,3,R32,2.5857,17.79,17.79,True,58.25,False,3.596,0.7191
109,1,30.38,20.5,47.1,1,R32,2.8181,8.83,8.83,True,62.87,False,2.609,1.0802
109,2,29.85,23.4,53.6,1,R32,1.8928,13.45,13.45,True,49.61,False,3.962,0.4777
109,3,29.76,21.4,61.6,4,R32,2.8567,13.72,13.72,True,61.49,False,3.002,0.9516
109,4,30.0,23.8,43.4,2,R32,1.9736,10.6,10.6,True,51.15,False,3.5,0.564
109,5,29.71,25.9,49.2,1,R32,1.1789,14.43,9.06,False,41.82,False,4.308,0.2737
110,22,33.82,25.2,47.8,3,R32,2.777,13.34,13.34,True,65.36,False,2.754,1.0085
110,23,31.95,23.0,57.8,4,R32,3.0163,14.24,14.24,True,66.17,False,2.767,1.0901
110,0,30.77,21.3,41.9,2,R32,2.857,7.83,7.83,True,64.12,False,2.496,1.1448
110,1,30.44,24.3,53.7,3,R32,2.1067,14.31,14.31,True,52.68,False,3.746,0.5624
110,2,29.65,20.6,69.5,4,R32,3.0422,14.82,14.82,True,63.58,False,2.953,1.0302
110,3,30.05,21.8,48.3,4,R32,2.8284,10.39,10.39,True,62.24,False,2.734,1.0345
110,4,30.1,24.0,62.6,2,R32,1.9462,16.42,16.42,True,50.09,False,4.301,0.4525
110,5,29.59,24.1,60.3,2,R32,1.7813,15.93,15.93,True,47.69,False,4.55,0.3915
111,22,33.93,21.3,45.1,2,R32,3.7099,8.91,8.91,True,77.61,True,2.053,1.8071
111,23,31.68,23.2,62.4,4,R32,2.8888,15.61,15.61,True,63.78,False,2.998,0.9637
111,0,31.14,25.6,54.2,2,R32,1.7969,15.66,15.66,True,49.64,False,4.249,0.4229
111,1,29.1,23.6,47.3,1,R32,1.6354,11.72,0.24,False,47.44,False,2.896,0.5647
111,2,30.26,23.2,70.2,4,R32,2.506,17.47,17.47,True,56.79,False,3.695,0.6782
111,3,29.03,21.6,57.3,3,R32,2.4573,12.79,12.79,True,55.65,False,3.336,0.7366
111,4,30.86,24.2,52.4,1,R32,1.9477,13.84,13.84,True,51.33,False,3.827,0.5089
111,5,30.73,24.2,46.4,2,R32,2.0624,11.98,11.98,True,52.84,False,3.489,0.5912
112,22,32.52,26.0,73.2,4,R32,2.3612,20.83,20.83,True,57.05,False,4.058,0.5818
112,23,32.36,24.5,58.8,4,R32,2.7212,15.91,15.91,True,62.31,False,3.114,0.8738
112,0,29.91,23.9,54.2,3,R32,2.0735,14.08,14.08,True,51.72,False,3.815,0.5434
112,1,30.44,23.0,49.4,2,R32,2.3075,11.83,11.83,True,55.57,False,3.258,0.7083
112,2,30.0,21.0,60.8,2,R32,2.7298,13.14,13.14,True,60.23,False,3.04,0.8981
112,3,28.57,23.4,60.3,2,R32,1.695,15.27,15.27,True,45.67,False,4.744,0.3573
112,4,28.37,22.5,68.8,1,R32,1.734,16.48,16.48,True,45.74,False,4.95,0.3503
112,5,29.85,21.2,57.4,2,R32,2.6365,12.45,12.45,True,58.99,False,3.068,0.8593
113,22,32.24,20.0,49.6,3,R32,3.7548,9.14,9.14,True,77.61,True,2.061,1.8216
113,23,32.28,23.3,42.0,1,R32,2.5737,9.66,9.66,True,61.6,False,2.722,0.9454
113,0,30.43,20.0,59.9,2,R32,3.1174,11.97,11.97,True,66.32,False,2.623,1.1884
113,1,30.0,22.2,57.7,3,R32,2.557,13.46,13.46,True,57.92,False,3.223,0.7933
113,2,29.31,23.1,25.1,2,R32,1.9768,2.04,2.04,True,51.73,False,2.769,0.7139
113,3,29.05,24.8,73.4,4,R32,1.7477,19.72,19.72,True,46.25,False,5.518,0.3167
113,4,30.65,23.7,53.4,3,R32,2.3266,13.67,13.67,True,55.72,False,3.41,0.6823
113,5,29.69,25.3,55.8,3,R32,1.6358,15.83,1.93,False,47.88,False,2.994,0.5464
114,22,32.75,23.3,63.6,4,R32,3.151,16.01,16.01,True,68.55,False,2.752,1.1452
114,23,30.66,22.0,32.7,3,R32,2.7894,4.85,4.85,True,63.76,False,2.359,1.1823
114,0,30.58,22.6,42.2,2,R32,2.4545,9.1,9.1,True,58.14,False,2.878,0.8529
114,1,28.99,20.4,58.6,3,R32,2.7698,12.01,12.01,True,59.81,False,2.983,0.9286
114,2,28.84,22.4,58.8,2,R32,2.0397,13.94,13.94,True,50.13,False,3.967,0.5142
114,3,29.19,22.3,48.5,4,R32,2.4615,10.91,10.91,True,56.26,False,3.132,0.7859
114,4,29.66,24.5,55.2,3,R32,1.8423,14.92,14.92,True,48.6,False,4.277,0.4307
114,5,29.12,21.7,41.6,2,R32,2.303,8.08,8.08,True,54.67,False,3.018,0.763
115,22,33.18,24.0,39.8,2,R32,2.7791,9.49,9.49,True,65.52,False,2.522,1.102
115,23,32.86,22.7,53.9,1,R32,2.8938,12.88,12.88,True,65.92,False,2.696,1.0732
115,0,31.78,22.2,51.4,1,R32,2.7369,11.7,11.7,True,62.77,False,2.789,0.9814
115,1,30.17,22.4,51.8,1,R32,2.2492,12.0,12.0,True,54.51,False,3.354,0.6706
115,2,29.4,23.5,54.3,4,R32,2.1929,13.74,13.74,True,52.63,False,3.688,0.5945
115,3,30.07,23.7,51.6,2,R32,2.0205,13.14,13.14,True,51.41,False,3.74,0.5402
115,4,29.38,22.9,73.1,1,R32,1.8984,17.82,17.82,True,48.54,False,4.737,0.4008
115,5,29.6,23.4,58.6,3,R32,2.1227,14.82,14.82,True,51.83,False,3.891,0.5456
116,22,32.91,23.9,46.5,3,R32,2.8835,11.74,11.74,True,66.12,False,2.619,1.1008
116,23,32.3,22.7,38.6,2,R32,2.8915,7.87,7.87,True,66.44,False,2.399,1.2051
116,0,31.02,21.3,46.4,4,R32,3.2232,9.33,9.33,True,69.27,False,2.356,1.3678
116,1,29.34,23.3,42.3,3,R32,2.0801,9.77,9.77,True,51.83,False,3.363,0.6185
116,2,29.69,23.4,52.7,3,R32,2.1479,13.19,13.19,True,52.5,False,3.641,0.5899
116,3,28.83,22.3,43.6,2,R32,2.0635,9.32,9.32,True,51.12,False,3.379,0.6107
116,4,29.23,22.2,47.9,3,R32,2.3484,10.63,10.63,True,54.91,False,3.205,0.7328
116,5,29.89,22.8,54.7,3,R32,2.3646,13.2,13.2,True,55.4,False,3.393,0.697
117,22,32.98,22.4,53.9,4,R32,3.4556,12.6,12.6,True,74.18,False,2.32,1.4894
117,23,31.7,24.4,31.4,2,R32,2.2722,6.35,6.35,True,57.58,False,2.728,0.8329
117,0,29.65,23.5,42.8,3,R32,2.1108,10.12,10.12,True,52.5,False,3.342,0.6316
